record_id,timestamp,department,data_system,cost_category,planned_costs,actual_costs,cost_optimization_strategy,satisfaction_level,employee_count,cost_deviation,cost_per_employee
447,2023-09-09 17:55:05,ИТ,CRM,Облачные сервисы,45330,46708,Пересмотр лицензионных соглашений,Нейтрально,424,1378,110.16
448,2024-04-17 19:23:53,Финансы,CRM,Лицензии на ПО,98252,111418,Переход на ПО с открытым исходным кодом,Доволен,276,13166,403.69
449,2023-10-02 09:48:30,ИТ,BI-платформа,Обучение сотрудников,31108,29286,Централизация закупок ПО,Очень доволен,360,-1822,81.35
450,2024-04-04 15:10:51,ИТ,Система управленческого учета,Заработная плата персонала,78583,80779,Централизация закупок ПО,Недоволен,208,2196,388.36
451,2024-05-12 12:07:14,Логистика,CRM,Обслуживание оборудования,37366,45719,Пересмотр лицензионных соглашений,Очень недоволен,261,8353,175.17
452,2024-01-09 10:02:52,Исследования и разработка,ERP,Консалтинг,40003,34745,Пересмотр лицензионных соглашений,Нейтрально,257,-5258,135.19
453,2023-07-08 15:29:49,Маркетинг,ETL-инструменты,Обучение сотрудников,18289,19487,Переход на ПО с открытым исходным кодом,Очень доволен,173,1198,112.64
454,2024-04-02 20:41:53,Финансы,ETL-инструменты,Консалтинг,16053,18671,Переход на ПО с открытым исходным кодом,Очень доволен,91,2618,205.18
455,2023-07-01 22:17:21,Исследования и разработка,ERP,Обучение сотрудников,58358,58140,Переход на ПО с открытым исходным кодом,Очень доволен,82,-218,709.02
456,2023-06-22 12:08:26,ИТ,Система управленческого учета,Консалтинг,35418,38674,Повышение квалификации сотрудников,Недоволен,456,3256,84.81
457,2024-05-22 03:59:19,ИТ,Data Lake,Облачные сервисы,46308,47303,Автоматизация рутинных задач,Доволен,319,995,148.29
458,2024-06-28 16:15:36,ИТ,Хранилище данных,Лицензии на ПО,56208,52520,Переход на ПО с открытым исходным кодом,Очень доволен,167,-3688,314.49
459,2023-05-03 16:35:34,Производство,Система управленческого учета,Облачные сервисы,20596,25434,Повышение квалификации сотрудников,Недоволен,197,4838,129.11
460,2024-02-02 20:02:12,Маркетинг,Система управленческого учета,Обучение сотрудников,45268,43922,Оптимизация облачных ресурсов,Очень недоволен,332,-1346,132.3
461,2023-03-20 08:57:13,Производство,ETL-инструменты,Лицензии на ПО,37489,37723,Переход на ПО с открытым исходным кодом,Очень доволен,116,234,325.2
462,2024-04-17 00:50:25,ИТ,Система управленческого учета,Обслуживание оборудования,90204,106472,Пересмотр лицензионных соглашений,Нейтрально,197,16268,540.47
463,2024-05-04 08:12:18,HR,ERP,Облачные сервисы,72714,84027,Переход на ПО с открытым исходным кодом,Недоволен,469,11313,179.16
464,2023-04-23 18:48:49,Исследования и разработка,Система управленческого учета,Лицензии на ПО,30471,32911,Переход на ПО с открытым исходным кодом,Нейтрально,189,2440,174.13
465,2024-12-22 14:53:20,Исследования и разработка,CRM,Консалтинг,5434,4932,Повышение квалификации сотрудников,Очень доволен,460,-502,10.72
466,2024-09-05 07:41:48,HR,ERP,Консалтинг,15642,14992,Автоматизация рутинных задач,Очень доволен,159,-650,94.29
467,2023-12-11 21:25:46,Продажи,ERP,Заработная плата персонала,43984,45237,Переход на ПО с открытым исходным кодом,Очень доволен,452,1253,100.08
468,2023-03-05 15:07:51,Исследования и разработка,BI-платформа,Облачные сервисы,76967,80615,Оптимизация облачных ресурсов,Недоволен,487,3648,165.53
469,2023-11-19 11:56:53,HR,ETL-инструменты,Лицензии на ПО,5571,5341,Пересмотр лицензионных соглашений,Доволен,286,-230,18.67
